name,state,state_code,type,degree_length,room_and_board,in_state_tuition,in_state_total,out_of_state_tuition,out_of_state_total,total_cost
Goldfarb School of Nursing at Barnes-Jewish College,Missouri,MO,Private,4,0.0,21150,21150,21150,21150,84600
Gonzaga University,Washington,WA,Private,4,11944.0,43210,55154,43210,55154,220616
Good Samaritan College of Nursing and Health Science,Ohio,OH,Private,2,0.0,15959,15959,15959,15959,31918
Goodwin College,Connecticut,CT,Private,2,0.0,20888,20888,20888,20888,41776
Gordon College,Massachusetts,MA,Private,4,11070.0,37400,48470,37400,48470,193880
Gordon State College,Georgia,GA,Public,2,6656.0,4292,10948,12714,19370,21896
Goshen College,Indiana,IN,Private,4,10650.0,33700,44350,33700,44350,177400
Goucher College,Maryland,MD,Private,4,14506.0,44300,58806,44300,58806,235224
Governors State University,Illinois,IL,Public,4,10346.0,12196,22542,21586,31932,90168
Grace Bible College,Michigan,MI,Private,4,7700.0,19950,27650,19950,27650,110600
Grace College,Indiana,IN,Private,4,9134.0,24768,33902,24768,33902,135608
Grace University,Nebraska,NE,Private,4,6912.0,23030,29942,23030,29942,119768
Graceland University,Iowa,IA,Private,4,8760.0,29240,38000,29240,38000,152000
Grambling State University,Louisiana,LA,Public,4,7192.0,7435,14627,16458,23650,58508
Grand Canyon University,Arizona,AZ,For Profit,4,10100.0,27090,37190,27090,37190,148760
Grand Rapids Community College,Michigan,MI,Public,2,0.0,3879,3879,11319,11319,7758
Grand Valley State University,Michigan,MI,Public,4,8690.0,12484,21174,17762,26452,84696
Grand View University,Iowa,IA,Private,4,9178.0,27608,36786,27608,36786,147144
Granite State College,New Hampshire,NH,Public,4,0.0,9645,9645,10875,10875,38580
Grantham University,Kansas,KS,For Profit,4,0.0,6540,6540,6540,6540,26160
Gratz College,Pennsylvania,PA,Private,4,0.0,17630,17630,17630,17630,70520
Grays Harbor College,Washington,WA,Public,2,0.0,4620,4620,5043,5043,9240
Grayson College,Texas,TX,Public,2,5700.0,3600,9300,6120,11820,18600
Great Basin College,Nevada,NV,Public,4,3366.0,3128,6494,9542,12908,25976
Great Bay Community College,New Hampshire,NH,Public,2,0.0,7200,7200,15450,15450,14400
Great Falls College Montana State University,Montana,MT,Public,2,0.0,3386,3386,10278,10278,6772
Great Lakes Christian College,Michigan,MI,Private,4,8800.0,17220,26020,17220,26020,104080
Green Mountain College,Vermont,VT,Private,4,11722.0,37002,48724,37002,48724,194896
Green River College,Washington,WA,Public,4,0.0,4581,4581,4581,4581,18324
Greenfield Community College,Massachusetts,MA,Public,2,0.0,6932,6932,14582,14582,13864
Greensboro College,North Carolina,NC,Private,4,10800.0,29140,39940,29140,39940,159760
Greenville Technical College,South Carolina,SC,Public,2,0.0,5580,5580,11100,11100,11160
Greenville University,Illinois,IL,Private,4,9048.0,27152,36200,27152,36200,144800
Grinnell College,Iowa,IA,Private,4,12810.0,52392,65202,52392,65202,260808
Grossmont College,California,CA,Public,2,0.0,1418,1418,9158,9158,2836
Grove City College,Pennsylvania,PA,Private,4,9770.0,17930,27700,17930,27700,110800
Guam Community College,,GU,Public,2,0.0,4194,4194,4944,4944,8388
Guilford College,North Carolina,NC,Private,4,11200.0,38250,49450,38250,49450,197800
Guilford Technical Community College,North Carolina,NC,Public,2,0.0,2333,2333,8093,8093,4666
Gulf Coast State College,Florida,FL,Public,2,0.0,2963,2963,10791,10791,5926
Gupton Jones College of Funeral Service,Georgia,GA,Private,2,0.0,11750,11750,11750,11750,23500
Gustavus Adolphus College,Minnesota,MN,Private,4,9910.0,45400,55310,45400,55310,221240
Gutenberg College,Oregon,OR,Private,4,5000.0,13650,18650,13650,18650,74600
Gwinnett College,Georgia,GA,For Profit,2,0.0,9850,9850,9850,9850,19700
Gwinnett Technical College,Georgia,GA,Public,2,0.0,3506,3506,6176,6176,7012
Gwynedd Mercy University,Pennsylvania,PA,Private,4,12370.0,35600,47970,35600,47970,191880
Hagerstown Community College,Maryland,MD,Public,2,0.0,4050,4050,7920,7920,8100
Halifax Community College,North Carolina,NC,Public,2,0.0,2452,2452,8212,8212,4904
Hamilton College,New York,NY,Private,4,13870.0,54620,68490,54620,68490,273960
Hamline University,Minnesota,MN,Private,4,10358.0,41298,51656,41298,51656,206624
Hampden-Sydney College,Virginia,VA,Private,4,13558.0,45746,59304,45746,59304,237216
Hampshire College,Massachusetts,MA,Private,4,13606.0,51668,65274,51668,65274,261096
Hampton University,Virginia,VA,Private,4,11778.0,26702,38480,26702,38480,153920
Hannibal-LaGrange University,Missouri,MO,Private,4,8108.0,22750,30858,22750,30858,123432
Hanover College,Indiana,IN,Private,4,11580.0,37670,49250,37670,49250,197000
Harcum College,Pennsylvania,PA,Private,2,10200.0,24200,34400,24200,34400,68800
Hardin-Simmons University,Texas,TX,Private,4,8080.0,28990,37070,28990,37070,148280
Harding University,Arkansas,AR,Private,4,7044.0,20135,27179,20135,27179,108716
Harford Community College,Maryland,MD,Public,2,0.0,4644,4644,10075,10075,9288
Harper College,Illinois,IL,Public,2,0.0,4578,4578,14553,14553,9156
Harris-Stowe State University,Missouri,MO,Public,4,9250.0,5340,14590,9973,19223,58360
Harrisburg Area Community College,Pennsylvania,PA,Public,2,0.0,6683,6683,9135,9135,13366
Harrisburg University of Science and Technology,Pennsylvania,PA,Private,4,6800.0,23900,30700,23900,30700,122800
Hartnell College,California,CA,Public,2,0.0,1400,1400,8870,8870,2800
Hartwick College,New York,NY,Private,4,12460.0,45510,57970,45510,57970,231880
Harvard College,Massachusetts,MA,Private,4,17160.0,50420,67580,50420,67580,270320
Harvey Mudd College,California,CA,Private,4,18127.0,56876,75003,56876,75003,300012
Haskell Indian Nations University,Kansas,KS,Public,4,950.0,480,1430,480,1430,5720
Hastings College,Nebraska,NE,Private,4,9700.0,30050,39750,30050,39750,159000
Haverford College,Pennsylvania,PA,Private,4,16402.0,54592,70994,54592,70994,283976
Hawaii Pacific University,Hawaii,HI,Private,4,14800.0,25980,40780,25980,40780,163120
Hawaii Tokai International College,Hawaii,HI,Private,2,9000.0,13485,22485,13485,22485,44970
Hawkeye Community College,Iowa,IA,Public,2,0.0,6360,6360,6600,6600,12720
Haywood Community College,North Carolina,NC,Public,2,0.0,2383,2383,8143,8143,4766
Hazard Community and Technical College,Kentucky,KY,Public,2,0.0,5310,5310,18000,18000,10620
Heartland Community College,Illinois,IL,Public,2,0.0,4590,4590,13110,13110,9180
Hebrew Theological College,Illinois,IL,Private,4,12380.0,12920,25300,12920,25300,101200
Heidelberg University,Ohio,OH,Private,4,10400.0,31000,41400,31000,41400,165600
Helena College University of Montana,Montana,MT,Public,2,0.0,3349,3349,9083,9083,6698
Helene Fuld College of Nursing,New York,NY,Private,2,0.0,21286,21286,21286,21286,42572
Hellenic College/Holy Cross,Massachusetts,MA,Private,4,16192.0,22490,38682,22490,38682,154728
Henderson Community College,Kentucky,KY,Public,2,0.0,5550,5550,18000,18000,11100
Henderson State University,Arkansas,AR,Public,4,7504.0,8436,15940,10086,17590,63760
Hendrix College,Arkansas,AR,Private,4,12284.0,45790,58074,45790,58074,232296
Hennepin Technical College,Minnesota,MN,Public,2,0.0,5119,5119,5119,5119,10238
Henry Ford College,Michigan,MI,Public,2,0.0,3850,3850,8380,8380,7700
Heritage Christian University,Alabama,AL,Private,4,5745.0,12312,18057,12312,18057,72228
Heritage University,Washington,WA,Private,4,0.0,18124,18124,18124,18124,72496
Herkimer County Community College,New York,NY,Public,2,10128.0,5320,15448,7950,18078,30896
Hesston College,Kansas,KS,Private,2,8800.0,26900,35700,26900,35700,71400
Hibbing Community College,Minnesota,MN,Public,2,3380.0,5336,8716,5336,8716,17432
High Point University,North Carolina,NC,Private,4,14130.0,35118,49248,35118,49248,196992
Highland Community College,Illinois,IL,Public,2,0.0,5220,5220,8160,8160,10440
Highland Community College,Kansas,KS,Public,2,6528.0,3030,9558,3510,10038,19116
Highline College,Washington,WA,Public,2,0.0,4027,4027,4461,4461,8054
Hilbert College,New York,NY,Private,4,9350.0,22400,31750,22400,31750,127000
Hill College,Texas,TX,Public,2,3850.0,2970,6820,4120,7970,13640
Hillsborough Community College,Florida,FL,Public,2,0.0,3132,3132,11388,11388,6264
Hillsdale College,Michigan,MI,Private,4,11000.0,27577,38577,27577,38577,154308
Hinds Community College,Mississippi,MS,Public,2,4120.0,3130,7250,6170,10290,14500
Hiram College,Ohio,OH,Private,4,10290.0,34300,44590,34300,44590,178360
Hiwassee College,Tennessee,TN,Private,2,7987.0,19571,27558,19571,27558,55116
Hobart and William Smith Colleges,New York,NY,Private,4,14785.0,55255,70040,55255,70040,280160
Hobe Sound Bible College,Florida,FL,Private,4,6170.0,6490,12660,6490,12660,50640
Hocking College,Ohio,OH,Public,2,8560.0,4390,12950,8790,17350,25900
Hodges University,Florida,FL,Private,4,0.0,17600,17600,17600,17600,70400
Hofstra University,New York,NY,Private,4,15948.0,46760,62708,46760,62708,250832
Hollins University,Virginia,VA,Private,4,13520.0,39035,52555,39035,52555,210220
Holmes Community College,Mississippi,MS,Public,2,3080.0,3110,6190,5690,8770,12380
Holy Apostles College and Seminary,Connecticut,CT,Private,4,0.0,9670,9670,9670,9670,38680
Holy Cross College,Indiana,IN,Private,4,11500.0,30820,42320,30820,42320,169280
Holy Family University,Pennsylvania,PA,Private,4,13576.0,30346,43922,30346,43922,175688
Holy Names University,California,CA,Private,4,13190.0,39316,52506,39316,52506,210024
Holy Trinity Orthodox Seminary,New York,NY,Private,4,5290.0,7700,12990,7700,12990,51960
Holyoke Community College,Massachusetts,MA,Public,2,0.0,5760,5760,11940,11940,11520
Hood College,Maryland,MD,Private,4,12700.0,39492,52192,39492,52192,208768
Hope College,Michigan,MI,Private,4,10310.0,34010,44320,34010,44320,177280
Hope International University,California,CA,Private,4,10490.0,33400,43890,33400,43890,175560
Hopkinsville Community College,Kentucky,KY,Public,2,0.0,5070,5070,17760,17760,10140
Horizon University,California,CA,Private,4,0.0,7700,7700,7700,7700,30800
Horry-Georgetown Technical College,South Carolina,SC,Public,2,0.0,5248,5248,10408,10408,10496
Houghton College,New York,NY,Private,4,9288.0,32488,41776,32488,41776,167104
Housatonic Community College,Connecticut,CT,Public,2,0.0,4394,4394,13162,13162,8788
Houston Baptist University,Texas,TX,Private,4,8814.0,32530,41344,32530,41344,165376
Houston Community College System,Texas,TX,Public,2,0.0,2031,2031,4686,4686,4062
Howard College,Texas,TX,Public,2,4834.0,2560,7394,5420,10254,14788
Howard Community College,Maryland,MD,Public,2,0.0,4920,4920,9060,9060,9840
Howard Payne University,Texas,TX,Private,4,8386.0,28090,36476,28090,36476,145904
Howard University,,DC,Private,4,13895.0,27056,40951,27056,40951,163804
Hudson County Community College,New Jersey,NJ,Public,2,0.0,5718,5718,14028,14028,11436
Hudson Valley Community College,New York,NY,Public,2,0.0,5640,5640,12915,12915,11280
Huertas College,,PR,For Profit,2,0.0,6635,6635,6635,6635,13270
Hult International Business School,California,CA,Private,4,15000.0,40650,55650,40650,55650,222600
Humacao Community College,,PR,Private,2,3000.0,5382,8382,5382,8382,16764
Humboldt State University,California,CA,Public,4,12870.0,7676,20546,19556,32426,82184
Humphreys College,California,CA,Private,4,0.0,14292,14292,14292,14292,57168
Huntingdon College,Alabama,AL,Private,4,9750.0,27400,37150,27400,37150,148600
Huntington College of Health Sciences,Tennessee,TN,For Profit,2,0.0,6635,6635,6635,6635,13270
Huntington University,Indiana,IN,Private,4,8668.0,26180,34848,26180,34848,139392
Huntsville Bible College,Alabama,AL,Private,4,0.0,5390,5390,5390,5390,21560
"Hussian College, School of Art",Pennsylvania,PA,For Profit,2,0.0,21990,21990,21990,21990,43980
Husson University,Maine,ME,Private,4,9830.0,18180,28010,18180,28010,112040
Huston-Tillotson University,Texas,TX,Private,4,7568.0,14346,21914,14346,21914,87656
Hutchinson Community College,Kansas,KS,Public,2,5800.0,3000,8800,4230,10030,17600
IBMC College: Fort Collins,Colorado,CO,For Profit,2,0.0,13010,13010,13010,13010,26020
ICPR Junior College,,PR,For Profit,2,4000.0,7010,11010,7010,11010,22020
Idaho State University,Idaho,ID,Public,4,7207.0,7420,14627,22940,30147,58508
Ilisagvik College,Alaska,AK,Public,2,13000.0,4300,17300,4300,17300,34600
Illinois Central College,Illinois,IL,Public,2,0.0,4500,4500,11340,11340,9000
Illinois College,Illinois,IL,Private,4,9280.0,33090,42370,33090,42370,169480
Illinois Eastern Community Colleges: Frontier Community College,Illinois,IL,Public,2,0.0,3730,3730,11008,11008,7460
Illinois Eastern Community Colleges: Lincoln Trail College,Illinois,IL,Public,2,0.0,3730,3730,11008,11008,7460
Illinois Eastern Community Colleges: Olney Central College,Illinois,IL,Public,2,0.0,3730,3730,11008,11008,7460
Illinois Eastern Community Colleges: Wabash Valley College,Illinois,IL,Public,2,0.0,3730,3730,11008,11008,7460
Illinois Institute of Technology,Illinois,IL,Private,4,12762.0,47296,60058,47296,60058,240232
Illinois State University,Illinois,IL,Public,4,9850.0,14516,24366,26040,35890,97464
Illinois Valley Community College,Illinois,IL,Public,2,0.0,4015,4015,11793,11793,8030
Illinois Wesleyan University,Illinois,IL,Private,4,10984.0,47636,58620,47636,58620,234480
Immaculata University,Pennsylvania,PA,Private,4,12620.0,27350,39970,27350,39970,159880
Imperial Valley College,California,CA,Public,2,0.0,1420,1420,9010,9010,2840
Independence Community College,Kansas,KS,Public,2,5168.0,2910,8078,3300,8468,16156
Indian River State College,Florida,FL,Public,2,0.0,3115,3115,11715,11715,6230
Indiana Institute of Technology,Indiana,IN,Private,4,10020.0,26900,36920,26900,36920,147680
Indiana State University,Indiana,IN,Public,4,10590.0,9090,19680,19836,30426,78720
Indiana University Bloomington,Indiana,IN,Public,4,10465.0,10681,21146,35456,45921,84584
Indiana University East,Indiana,IN,Public,4,0.0,7344,7344,19400,19400,29376
Indiana University Kokomo,Indiana,IN,Public,4,0.0,7344,7344,19400,19400,29376
Indiana University Northwest,Indiana,IN,Public,4,0.0,7344,7344,19400,19400,29376
Indiana University of Pennsylvania,Pennsylvania,PA,Public,4,12592.0,12979,25571,17299,29891,102284
Indiana University South Bend,Indiana,IN,Public,4,7309.0,7344,14653,19400,26709,58612
Indiana University Southeast,Indiana,IN,Public,4,6780.0,7344,14124,19400,26180,56496
Indiana University-Purdue University Fort Wayne,Indiana,IN,Public,4,5996.0,8450,14446,20288,26284,57784
Indiana University-Purdue University Indianapolis,Indiana,IN,Public,4,8924.0,9465,18389,29821,38745,73556
Indiana Wesleyan University,Indiana,IN,Private,4,8312.0,25980,34292,25980,34292,137168
Institute of American Indian Arts,New Mexico,NM,Public,4,9604.0,4980,14584,4980,14584,58336
Inter American University of Puerto Rico: Aguadilla Campus,,PR,Private,4,0.0,6262,6262,6262,6262,25048
Inter American University of Puerto Rico: Arecibo Campus,,PR,Private,4,0.0,6452,6452,6452,6452,25808
Inter American University of Puerto Rico: Barranquitas Campus,,PR,Private,4,0.0,6262,6262,6262,6262,25048
Inter American University of Puerto Rico: Bayamon Campus,,PR,Private,4,7993.0,5898,13891,5898,13891,55564
Inter American University of Puerto Rico: Fajardo Campus,,PR,Private,4,0.0,5898,5898,5898,5898,23592
Inter American University of Puerto Rico: Guayama Campus,,PR,Private,4,0.0,6452,6452,6452,6452,25808
Inter American University of Puerto Rico: Metropolitan Campus,,PR,Private,4,0.0,7476,7476,7476,7476,29904
Inter American University of Puerto Rico: Ponce Campus,,PR,Private,4,0.0,5220,5220,5220,5220,20880
Inter American University of Puerto Rico: San German Campus,,PR,Private,4,3900.0,5976,9876,5976,9876,39504
International Baptist College,Arizona,AZ,Private,4,6200.0,11250,17450,11250,17450,69800
International College of Broadcasting,Ohio,OH,For Profit,2,0.0,31950,31950,31950,31950,63900
Inver Hills Community College,Minnesota,MN,Public,2,0.0,5332,5332,5332,5332,10664
Iona College,New York,NY,Private,4,15278.0,38812,54090,38812,54090,216360
Iowa Central Community College,Iowa,IA,Public,2,6850.0,5490,12340,7890,14740,24680
Iowa Lakes Community College,Iowa,IA,Public,2,6750.0,6058,12808,6388,13138,25616
Iowa State University,Iowa,IA,Public,4,8720.0,8988,17708,23392,32112,70832
Iowa Wesleyan College,Iowa,IA,Private,4,10500.0,30500,41000,30500,41000,164000
Iowa Western Community College,Iowa,IA,Public,2,6430.0,5615,12045,5765,12195,24090
Irvine Valley College,California,CA,Public,2,0.0,1418,1418,9608,9608,2836
Island Drafting and Technical Institute,New York,NY,For Profit,2,0.0,16650,16650,16650,16650,33300
Isothermal Community College,North Carolina,NC,Public,2,0.0,2334,2334,8094,8094,4668
Itasca Community College,Minnesota,MN,Public,2,5920.0,5920,11840,7102,13022,23680
Itawamba Community College,Mississippi,MS,Public,2,3900.0,3020,6920,5220,9120,13840
Ithaca College,New York,NY,Private,4,15562.0,43978,59540,43978,59540,238160
Ivy Tech Community College: Bloomington,Indiana,IN,Public,2,0.0,4368,4368,8402,8402,8736
Ivy Tech Community College: Central Indiana,Indiana,IN,Public,2,0.0,4368,4368,8402,8402,8736
Ivy Tech Community College: Columbus,Indiana,IN,Public,2,0.0,4368,4368,8402,8402,8736
Ivy Tech Community College: Kokomo,Indiana,IN,Public,2,0.0,4368,4368,8402,8402,8736
Ivy Tech Community College: Lafayette,Indiana,IN,Public,2,0.0,4368,4368,8402,8402,8736
Ivy Tech Community College: Muncie,Indiana,IN,Public,2,0.0,4368,4368,8402,8402,8736
Ivy Tech Community College: North Central,Indiana,IN,Public,2,0.0,4368,4368,8402,8402,8736
Ivy Tech Community College: Northeast,Indiana,IN,Public,2,0.0,4368,4368,8402,8402,8736
